Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Golden State Warriors,82,240.6,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,43.5,29.3,8.0,7.5,15.5,19.6,113.5
2.0,Houston Rockets,81,240.9,38.8,84.2,0.461,15.3,42.3,0.363,23.5,42.0,0.5589999999999999,19.8,25.3,0.7809999999999999,9.0,34.5,43.5,21.7,8.6,4.8,13.8,19.4,112.7
3.0,Toronto Raptors,81,241.5,41.2,87.4,0.47200000000000003,11.8,33.0,0.359,29.4,54.4,0.541,17.4,21.8,0.795,9.8,34.2,44.0,24.3,7.7,6.0,13.3,21.7,111.7
4.0,New Orleans Pelicans,81,243.4,42.6,88.3,0.48200000000000004,10.3,28.3,0.363,32.3,60.0,0.5379999999999999,16.2,21.0,0.773,8.7,35.6,44.3,26.7,8.0,5.9,14.9,19.1,111.6
5.0,Cleveland Cavaliers,81,240.6,40.4,84.6,0.478,12.0,32.2,0.373,28.4,52.4,0.542,18.1,23.2,0.7809999999999999,8.4,33.7,42.0,23.5,7.1,3.8,13.7,18.6,111.0
6.0,Denver Nuggets,81,242.2,40.7,86.6,0.47,11.4,30.9,0.37,29.3,55.7,0.526,17.2,22.4,0.767,11.0,33.5,44.5,25.2,7.7,4.9,15.0,18.7,110.0
7.0,Charlotte Hornets,82,241.2,39.0,86.7,0.45,10.0,27.2,0.369,28.9,59.4,0.48700000000000004,20.2,27.0,0.747,10.1,35.4,45.4,21.6,6.8,4.5,12.7,17.2,108.2
8.0,Philadelphia 76ers,81,241.2,40.7,86.3,0.47100000000000003,10.9,29.7,0.368,29.8,56.6,0.526,17.2,22.9,0.752,10.8,36.5,47.3,27.0,8.2,5.1,16.6,22.2,109.6
9.0,Minnesota Timberwolves,81,241.2,41.0,86.1,0.47600000000000003,8.0,22.5,0.35600000000000004,33.0,63.6,0.519,19.4,24.1,0.805,10.4,31.6,42.0,22.7,8.4,4.2,12.5,18.2,109.5
10.0,Los Angeles Clippers,81,240.3,40.3,85.4,0.47100000000000003,9.5,26.9,0.354,30.7,58.6,0.525,19.1,25.5,0.747,10.2,33.7,43.9,22.3,7.6,4.6,14.6,20.0,109.1
11.0,Los Angeles Lakers,81,242.8,40.7,88.4,0.46,9.9,29.0,0.34299999999999997,30.8,59.4,0.517,16.7,23.4,0.713,10.7,35.6,46.3,23.8,7.7,4.7,15.8,21.2,108.0
12.0,Oklahoma City Thunder,81,241.9,39.8,88.1,0.452,10.6,30.2,0.35200000000000004,29.2,57.9,0.504,17.3,24.1,0.715,12.5,32.5,45.1,21.2,9.1,5.0,14.0,20.1,107.5
13.0,Indiana Pacers,82,240.9,40.8,86.4,0.47200000000000003,9.0,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,42.4,22.2,8.8,4.1,13.3,18.8,105.6
14.0,Washington Wizards,81,242.2,40.0,85.5,0.46799999999999997,9.9,26.4,0.376,30.1,59.1,0.51,16.8,21.7,0.775,9.9,33.1,43.0,25.3,7.9,4.3,14.6,21.2,106.8
15.0,Brooklyn Nets,81,242.2,38.3,86.7,0.441,12.7,35.6,0.35700000000000004,25.5,51.1,0.5,17.5,22.6,0.772,9.7,34.8,44.4,23.6,6.2,4.7,15.2,20.7,106.7
16.0,Milwaukee Bucks,81,241.9,39.8,82.9,0.479,8.8,24.7,0.35600000000000004,31.0,58.2,0.532,18.3,23.5,0.782,8.4,31.4,39.8,23.2,8.8,5.4,13.8,21.4,106.6
17.0,Portland Trail Blazers,81,240.9,39.3,87.0,0.452,10.3,28.2,0.366,29.0,58.8,0.493,16.8,21.0,0.8009999999999999,10.2,35.2,45.5,19.5,7.0,5.1,13.6,19.5,105.7
18.0,Phoenix Suns,82,240.3,38.5,87.1,0.442,9.3,27.9,0.33399999999999996,29.1,59.2,0.49200000000000005,17.7,23.9,0.74,10.3,33.8,44.1,21.3,7.0,4.5,15.7,22.0,103.9
19.0,Atlanta Hawks,82,240.3,38.2,85.5,0.446,11.2,31.0,0.36,27.0,54.5,0.495,15.8,20.2,0.785,9.0,32.8,41.9,23.7,7.8,4.2,15.6,19.6,103.4
20.0,New York Knicks,81,241.9,40.6,87.7,0.46299999999999997,8.2,23.3,0.35,32.5,64.4,0.504,15.0,19.1,0.7859999999999999,10.5,33.6,44.1,23.2,6.7,5.2,14.7,20.5,104.4
21.0,Utah Jazz,81,240.9,38.3,82.8,0.46299999999999997,10.9,29.7,0.366,27.5,53.2,0.517,16.7,21.5,0.778,9.0,34.2,43.1,22.5,8.7,5.1,14.7,19.6,104.3
